1,HB,1138_bus,1138,1138,4054
2,HB,494_bus,494,494,1666
3,HB,662_bus,662,662,2474
4,HB,685_bus,685,685,3249
5,HB,abb313,313,176,1557
6,HB,arc130,130,130,1282
7,HB,ash219,219,85,438
8,HB,ash292,292,292,2208
9,HB,ash331,331,104,662
10,HB,ash608,608,188,1216
11,HB,ash85,85,85,523
12,HB,ash958,958,292,1916
13,HB,bcspwr01,39,39,131
14,HB,bcspwr02,49,49,167
15,HB,bcspwr03,118,118,476
16,HB,bcspwr04,274,274,1612
17,HB,bcspwr05,443,443,1623
18,HB,bcspwr06,1454,1454,5300
19,HB,bcspwr07,1612,1612,5824
20,HB,bcspwr08,1624,1624,6050
21,HB,bcspwr09,1723,1723,6511
22,HB,bcspwr10,5300,5300,21842
23,HB,bcsstk01,48,48,400
24,HB,bcsstk02,66,66,4356
25,HB,bcsstk03,112,112,640
26,HB,bcsstk04,132,132,3648
27,HB,bcsstk05,153,153,2423
28,HB,bcsstk06,420,420,7860
29,HB,bcsstk07,420,420,7860
30,HB,bcsstk08,1074,1074,12960
31,HB,bcsstk09,1083,1083,18437
32,HB,bcsstk10,1086,1086,22070
33,HB,bcsstk11,1473,1473,34241
34,HB,bcsstk12,1473,1473,34241
35,HB,bcsstk13,2003,2003,83883
36,HB,bcsstk14,1806,1806,63454
37,HB,bcsstk15,3948,3948,117816
38,HB,bcsstk16,4884,4884,290378
39,HB,bcsstk17,10974,10974,428650
40,HB,bcsstk18,11948,11948,149090
41,HB,bcsstk19,817,817,6853
42,HB,bcsstk20,485,485,3135
43,HB,bcsstk21,3600,3600,26600
44,HB,bcsstk22,138,138,696
45,HB,bcsstk23,3134,3134,45178
46,HB,bcsstk24,3562,3562,159910
47,HB,bcsstk25,15439,15439,252241
48,HB,bcsstk26,1922,1922,30336
49,HB,bcsstk27,1224,1224,56126
50,HB,bcsstk28,4410,4410,219024
51,HB,bcsstk29,13992,13992,619488
52,HB,bcsstk30,28924,28924,2043492
53,HB,bcsstk31,35588,35588,1181416
54,HB,bcsstk32,44609,44609,2014701
55,HB,bcsstk33,8738,8738,591904
56,HB,bcsstm01,48,48,48
57,HB,bcsstm02,66,66,66
58,HB,bcsstm03,112,112,112
59,HB,bcsstm04,132,132,132
60,HB,bcsstm05,153,153,153
61,HB,bcsstm06,420,420,420
62,HB,bcsstm07,420,420,7252
63,HB,bcsstm08,1074,1074,1074
64,HB,bcsstm09,1083,1083,1083
65,HB,bcsstm10,1086,1086,22092
66,HB,bcsstm11,1473,1473,1473
67,HB,bcsstm12,1473,1473,19659
68,HB,bcsstm13,2003,2003,21943
69,HB,bcsstm19,817,817,817
70,HB,bcsstm20,485,485,485
71,HB,bcsstm21,3600,3600,3600
72,HB,bcsstm22,138,138,138
73,HB,bcsstm23,3134,3134,3134
74,HB,bcsstm24,3562,3562,3562
75,HB,bcsstm25,15439,15439,15439
76,HB,bcsstm26,1922,1922,1922
77,HB,bcsstm27,1224,1224,56126
78,HB,beacxc,497,506,50409
79,HB,beaflw,497,507,53403
80,HB,beause,497,507,44551
81,HB,blckhole,2132,2132,14872
82,HB,bp_0,822,822,3276
83,HB,bp_1000,822,822,4661
84,HB,bp_1200,822,822,4726
85,HB,bp_1400,822,822,4790
86,HB,bp_1600,822,822,4841
87,HB,bp_200,822,822,3802
88,HB,bp_400,822,822,4028
89,HB,bp_600,822,822,4172
90,HB,bp_800,822,822,4534
91,HB,can_1054,1054,1054,12196
92,HB,can_1072,1072,1072,12444
93,HB,can_144,144,144,1296
94,HB,can_161,161,161,1377
95,HB,can_187,187,187,1491
96,HB,can_229,229,229,1777
97,HB,can_24,24,24,160
98,HB,can_256,256,256,2916
99,HB,can_268,268,268,3082
100,HB,can_292,292,292,2540
101,HB,can_445,445,445,3809
102,HB,can_61,61,61,557
103,HB,can_62,62,62,218
104,HB,can_634,634,634,7228
105,HB,can_715,715,715,6665
106,HB,can_73,73,73,377
107,HB,can_838,838,838,10010
108,HB,can_96,96,96,768
109,HB,curtis54,54,54,291
110,HB,dwt_1005,1005,1005,8621
111,HB,dwt_1007,1007,1007,8575
112,HB,dwt_1242,1242,1242,10426
113,HB,dwt_162,162,162,1182
114,HB,dwt_193,193,193,3493
115,HB,dwt_198,198,198,1392
116,HB,dwt_209,209,209,1743
117,HB,dwt_221,221,221,1629
118,HB,dwt_234,234,234,834
119,HB,dwt_245,245,245,1461
120,HB,dwt_2680,2680,2680,25026
121,HB,dwt_307,307,307,2523
122,HB,dwt_310,310,310,2448
123,HB,dwt_346,346,346,3226
124,HB,dwt_361,361,361,2953
125,HB,dwt_419,419,419,3563
126,HB,dwt_492,492,492,3156
127,HB,dwt_503,503,503,6027
128,HB,dwt_512,512,512,3502
129,HB,dwt_59,59,59,267
130,HB,dwt_592,592,592,5104
131,HB,dwt_607,607,607,5131
132,HB,dwt_66,66,66,320
133,HB,dwt_72,72,72,222
134,HB,dwt_758,758,758,5994
135,HB,dwt_869,869,869,7285
136,HB,dwt_87,87,87,541
137,HB,dwt_878,878,878,7448
138,HB,dwt_918,918,918,7384
139,HB,dwt_992,992,992,16744
140,HB,eris1176,1176,1176,18552
141,HB,fs_183_1,183,183,1069
142,HB,fs_183_3,183,183,1069
143,HB,fs_183_4,183,183,1069
144,HB,fs_183_6,183,183,1069
145,HB,fs_541_1,541,541,4285
146,HB,fs_541_2,541,541,4285
147,HB,fs_541_3,541,541,4285
148,HB,fs_541_4,541,541,4285
149,HB,fs_680_1,680,680,2646
150,HB,fs_680_2,680,680,2646
151,HB,fs_680_3,680,680,2646
152,HB,fs_760_1,760,760,5976
153,HB,fs_760_2,760,760,5976
154,HB,fs_760_3,760,760,5976
155,HB,gemat1,4929,10595,47369
156,HB,gemat11,4929,4929,33185
157,HB,gemat12,4929,4929,33111
158,HB,gent113,113,113,655
159,HB,gr_30_30,900,900,7744
160,HB,gre_1107,1107,1107,5664
161,HB,gre_115,115,115,421
162,HB,gre_185,185,185,1005
163,HB,gre_216a,216,216,876
164,HB,gre_216b,216,216,876
165,HB,gre_343,343,343,1435
166,HB,gre_512,512,512,2192
167,HB,hor_131,434,434,4710
168,HB,ibm32,32,32,126
169,HB,illc1033,1033,320,4732
170,HB,illc1850,1850,712,8758
171,HB,impcol_a,207,207,572
172,HB,impcol_b,59,59,312
173,HB,impcol_c,137,137,411
174,HB,impcol_d,425,425,1339
175,HB,impcol_e,225,225,1308
176,HB,jagmesh1,936,936,6264
177,HB,jagmesh2,1009,1009,6865
178,HB,jagmesh3,1089,1089,7361
179,HB,jagmesh4,1440,1440,9504
180,HB,jagmesh5,1180,1180,7750
181,HB,jagmesh6,1377,1377,8993
182,HB,jagmesh7,1138,1138,7450
183,HB,jagmesh8,1141,1141,7465
184,HB,jagmesh9,1349,1349,9101
185,HB,jgl009,9,9,50
186,HB,jgl011,11,11,76
187,HB,jpwh_991,991,991,6027
188,HB,lns_131,131,131,536
189,HB,lns_3937,3937,3937,25407
190,HB,lns_511,511,511,2796
191,HB,lnsp3937,3937,3937,25407
192,HB,lnsp_131,131,131,536
193,HB,lnsp_511,511,511,2796
194,HB,lshp1009,1009,1009,6865
195,HB,lshp1270,1270,1270,8668
196,HB,lshp1561,1561,1561,10681
197,HB,lshp1882,1882,1882,12904
198,HB,lshp2233,2233,2233,15337
199,HB,lshp2614,2614,2614,17980
200,HB,lshp3025,3025,3025,20833
201,HB,lshp3466,3466,3466,23896
202,HB,lshp_265,265,265,1753
203,HB,lshp_406,406,406,2716
204,HB,lshp_577,577,577,3889
205,HB,lshp_778,778,778,5272
206,HB,lund_a,147,147,2449
207,HB,lund_b,147,147,2441
208,HB,mahindas,1258,1258,7682
209,HB,mbeacxc,496,496,49920
210,HB,mbeaflw,496,496,49920
211,HB,mbeause,496,496,41063
212,HB,mcca,180,180,2659
213,HB,mcfe,765,765,24382
214,HB,nnc1374,1374,1374,8606
215,HB,nnc261,261,261,1500
216,HB,nnc666,666,666,4044
217,HB,nos1,237,237,1017
218,HB,nos2,957,957,4137
219,HB,nos3,960,960,15844
220,HB,nos4,100,100,594
221,HB,nos5,468,468,5172
222,HB,nos6,675,675,3255
223,HB,nos7,729,729,4617
224,HB,orani678,2529,2529,90158
225,HB,orsirr_1,1030,1030,6858
226,HB,orsirr_2,886,886,5970
227,HB,orsreg_1,2205,2205,14133
228,HB,plat1919,1919,1919,32399
229,HB,plat362,362,362,5786
230,HB,plsk1919,1919,1919,9662
231,HB,plskz362,362,362,1760
232,HB,pores_1,30,30,180
233,HB,pores_2,1224,1224,9613
234,HB,pores_3,532,532,3474
235,HB,psmigr_1,3140,3140,543162
236,HB,psmigr_2,3140,3140,540022
237,HB,psmigr_3,3140,3140,543162
238,HB,rgg010,10,10,76
239,HB,saylr1,238,238,1128
240,HB,saylr3,1000,1000,3750
241,HB,saylr4,3564,3564,22316
242,HB,sherman1,1000,1000,3750
243,HB,sherman2,1080,1080,23094
244,HB,sherman3,5005,5005,20033
245,HB,sherman4,1104,1104,3786
246,HB,sherman5,3312,3312,20793
247,HB,shl_0,663,663,1687
248,HB,shl_200,663,663,1726
249,HB,shl_400,663,663,1712
250,HB,sstmodel,3345,3345,22749
251,HB,steam1,240,240,3762
252,HB,steam2,600,600,13760
253,HB,steam3,80,80,928
254,HB,str_0,363,363,2454
255,HB,str_200,363,363,3068
256,HB,str_400,363,363,3157
257,HB,str_600,363,363,3279
258,HB,watt_1,1856,1856,11360
259,HB,watt_2,1856,1856,11550
260,HB,well1033,1033,320,4732
261,HB,well1850,1850,712,8758
262,HB,west0067,67,67,294
263,HB,west0132,132,132,414
264,HB,west0156,156,156,371
265,HB,west0167,167,167,507
266,HB,west0381,381,381,2157
267,HB,west0479,479,479,1910
268,HB,west0497,497,497,1727
269,HB,west0655,655,655,2854
270,HB,west0989,989,989,3537
271,HB,west1505,1505,1505,5445
272,HB,west2021,2021,2021,7353
273,HB,will199,199,199,701
274,HB,will57,57,57,281
275,HB,wm1,207,277,2909
276,HB,wm2,207,260,2942
277,HB,wm3,207,260,2948
278,HB,young1c,841,841,4089
279,HB,young2c,841,841,4089
280,HB,young3c,841,841,3988
281,HB,young4c,841,841,4089
282,HB,zenios,2873,2873,27191
283,ATandT,onetone1,36057,36057,341088
284,ATandT,onetone2,36057,36057,227628
285,ATandT,pre2,659033,659033,5959282
286,ATandT,twotone,120750,120750,1224224
287,Averous,epb0,1794,1794,7764
288,Averous,epb1,14734,14734,95053
289,Averous,epb2,25228,25228,175027
290,Averous,epb3,84617,84617,463625
291,Bai,af23560,23560,23560,484256
292,Bai,bfwa398,398,398,3678
293,Bai,bfwa62,62,62,450
294,Bai,bfwa782,782,782,7514
295,Bai,bfwb398,398,398,2910
296,Bai,bfwb62,62,62,342
297,Bai,bfwb782,782,782,5982
298,Bai,bwm200,200,200,796
299,Bai,bwm2000,2000,2000,7996
300,Bai,cdde1,961,961,4681
301,Bai,cdde2,961,961,4681
302,Bai,cdde3,961,961,4681
303,Bai,cdde4,961,961,4681
304,Bai,cdde5,961,961,4681
305,Bai,cdde6,961,961,4681
306,Bai,ck104,104,104,992
307,Bai,ck400,400,400,2860
308,Bai,ck656,656,656,3884
309,Bai,dw1024,2048,2048,10114
310,Bai,dw256A,512,512,2480
311,Bai,dw256B,512,512,2500
312,Bai,dw4096,8192,8192,41746
313,Bai,lop163,163,163,935
314,Bai,mhda416,416,416,8562
315,Bai,mhdb416,416,416,2312
316,Bai,odepa400,400,400,1201
317,Bai,odepb400,400,400,399
318,Bai,olm100,100,100,396
319,Bai,olm1000,1000,1000,3996
320,Bai,olm2000,2000,2000,7996
321,Bai,olm500,500,500,1996
322,Bai,olm5000,5000,5000,19996
323,Bai,pde225,225,225,1065
324,Bai,pde2961,2961,2961,14585
325,Bai,pde900,900,900,4380
326,Bai,qc2534,2534,2534,463360
327,Bai,qc324,324,324,26730
328,Bai,qh882,882,882,3354
329,Bai,rbsa480,480,480,17088
330,Bai,rbsb480,480,480,17088
331,Bai,rdb2048,2048,2048,12032
332,Bai,rdb5000,5000,5000,29600
333,Bai,rdb968,968,968,5632
334,Bai,rw136,136,136,479
335,Bai,rw496,496,496,1859
336,Bai,rw5151,5151,5151,20199
337,Bai,tub100,100,100,396
338,Bai,tub1000,1000,1000,3996
339,Boeing,bcsstk34,588,588,21418
340,Boeing,bcsstk35,30237,30237,1450163
341,Boeing,bcsstk36,23052,23052,1143140
342,Boeing,bcsstk37,25503,25503,1140977
343,Boeing,bcsstk38,8032,8032,355460
344,Boeing,bcsstm34,588,588,24270
345,Boeing,bcsstm35,30237,30237,20619
346,Boeing,bcsstm36,23052,23052,320606
347,Boeing,bcsstm37,25503,25503,15525
348,Boeing,bcsstm38,8032,8032,10485
349,Boeing,bcsstm39,46772,46772,46772
350,Boeing,crystk01,4875,4875,315891
351,Boeing,crystk02,13965,13965,968583
352,Boeing,crystk03,24696,24696,1751178
353,Boeing,crystm01,4875,4875,105339
354,Boeing,crystm02,13965,13965,322905
355,Boeing,crystm03,24696,24696,583770
356,Boeing,ct20stif,52329,52329,2698463
357,Boeing,msc00726,726,726,34518
358,Boeing,msc01050,1050,1050,29156
359,Boeing,msc01440,1440,1440,46270
360,Boeing,msc04515,4515,4515,97707
361,Boeing,msc10848,10848,10848,1229778
362,Boeing,msc23052,23052,23052,1154814
363,Boeing,nasa1824,1824,1824,39208
364,Boeing,nasa2910,2910,2910,174296
365,Boeing,nasa4704,4704,4704,104756
366,Boeing,pcrystk02,13965,13965,968583
367,Boeing,pcrystk03,24696,24696,1751178
368,Boeing,pct20stif,52329,52329,2698463
369,Boeing,pwtk,217918,217918,11634424
370,Bomhof,circuit_1,2624,2624,35823
371,Bomhof,circuit_2,4510,4510,21199
372,Bomhof,circuit_3,12127,12127,48137
373,Bomhof,circuit_4,80209,80209,307604
374,Bova,rma10,46835,46835,2374001
375,Brethour,coater1,1348,1348,19457
376,Brethour,coater2,9540,9540,207308
377,Brunetiere,thermal,3456,3456,66528
378,Cote,mplate,5962,5962,142190
379,Cote,vibrobox,12328,12328,342828
380,DRIVCAV,cavity01,317,317,7327
381,DRIVCAV,cavity02,317,317,7327
382,DRIVCAV,cavity03,317,317,7327
383,DRIVCAV,cavity04,317,317,7327
384,DRIVCAV,cavity05,1182,1182,32747
385,DRIVCAV,cavity06,1182,1182,32747
386,DRIVCAV,cavity07,1182,1182,32747
387,DRIVCAV,cavity08,1182,1182,32747
388,DRIVCAV,cavity09,1182,1182,32747
389,DRIVCAV,cavity10,2597,2597,76367
390,DRIVCAV,cavity11,2597,2597,76367
391,DRIVCAV,cavity12,2597,2597,76367
392,DRIVCAV,cavity13,2597,2597,76367
393,DRIVCAV,cavity14,2597,2597,76367
394,DRIVCAV,cavity15,2597,2597,76367
395,DRIVCAV,cavity16,4562,4562,138187
396,DRIVCAV,cavity17,4562,4562,138187
397,DRIVCAV,cavity18,4562,4562,138187
398,DRIVCAV,cavity19,4562,4562,138187
399,DRIVCAV,cavity20,4562,4562,138187
400,DRIVCAV,cavity21,4562,4562,138187
401,DRIVCAV,cavity22,4562,4562,138187
402,DRIVCAV,cavity23,4562,4562,138187
403,DRIVCAV,cavity24,4562,4562,138187
404,DRIVCAV,cavity25,4562,4562,138187
405,DRIVCAV,cavity26,4562,4562,138187
406,FIDAP,ex1,216,216,4352
407,FIDAP,ex10,2410,2410,54840
408,FIDAP,ex10hs,2548,2548,57308
409,FIDAP,ex11,16614,16614,1096948
410,FIDAP,ex12,3973,3973,80211
411,FIDAP,ex13,2568,2568,75628
412,FIDAP,ex14,3251,3251,66775
413,FIDAP,ex15,6867,6867,98671
414,FIDAP,ex18,5773,5773,71805
415,FIDAP,ex19,12005,12005,259879
416,FIDAP,ex2,441,441,26839
417,FIDAP,ex20,2203,2203,69981
418,FIDAP,ex21,656,656,19144
419,FIDAP,ex22,839,839,22715
420,FIDAP,ex23,1409,1409,43703
421,FIDAP,ex24,2283,2283,48737
422,FIDAP,ex25,848,848,24612
423,FIDAP,ex26,2163,2163,94033
424,FIDAP,ex27,974,974,40782
425,FIDAP,ex28,2603,2603,77781
426,FIDAP,ex29,2870,2870,23754
427,FIDAP,ex3,1821,1821,52685
428,FIDAP,ex31,3909,3909,115357
429,FIDAP,ex32,1159,1159,11343
430,FIDAP,ex33,1733,1733,22189
431,FIDAP,ex35,19716,19716,228208
432,FIDAP,ex36,3079,3079,53843
433,FIDAP,ex37,3565,3565,67591
434,FIDAP,ex4,1601,1601,32299
435,FIDAP,ex40,7740,7740,458012
436,FIDAP,ex5,27,27,279
437,FIDAP,ex6,1651,1651,49533
438,FIDAP,ex7,1633,1633,54543
439,FIDAP,ex8,3096,3096,106344
440,FIDAP,ex9,3363,3363,99471
441,Gaertner,big,13209,13209,91465
442,Gaertner,nopoly,10774,10774,70842
443,Gaertner,pesa,11738,11738,79566
444,Garon,garon1,3175,3175,88927
445,Garon,garon2,13535,13535,390607
446,Goodwin,goodwin,7320,7320,324784
447,Goodwin,rim,22560,22560,1014951
448,Graham,graham1,9035,9035,335504
449,Grund,b1_ss,7,7,15
450,Grund,b2_ss,1089,1089,4228
451,Grund,b_dyn,1089,1089,4264
452,Grund,bayer01,57735,57735,277774
453,Grund,bayer02,13935,13935,63679
454,Grund,bayer03,6747,6747,56196
455,Grund,bayer04,20545,20545,159082
456,Grund,bayer05,3268,3268,27836
457,Grund,bayer06,3008,3008,27576
458,Grund,bayer07,3268,3268,27836
459,Grund,bayer08,3008,3008,27576
460,Grund,bayer09,3083,3083,21216
461,Grund,bayer10,13436,13436,94926
462,Grund,d_dyn,87,87,238
463,Grund,d_dyn1,87,87,238
464,Grund,d_ss,53,53,149
465,Grund,meg1,2904,2904,58142
466,Grund,meg4,5860,5860,46842
467,Grund,poli,4008,4008,8188
468,Grund,poli_large,15575,15575,33074
469,Gset,G1,800,800,38352
470,Gset,G10,800,800,38352
471,Gset,G11,800,800,3200
472,Gset,G12,800,800,3200
473,Gset,G13,800,800,3200
474,Gset,G14,800,800,9388
475,Gset,G15,800,800,9322
476,Gset,G16,800,800,9344
477,Gset,G17,800,800,9334
478,Gset,G18,800,800,9388
479,Gset,G19,800,800,9322
480,Gset,G2,800,800,38352
481,Gset,G20,800,800,9344
482,Gset,G21,800,800,9334
483,Gset,G22,2000,2000,39980
484,Gset,G23,2000,2000,39980
485,Gset,G24,2000,2000,39980
486,Gset,G25,2000,2000,39980
487,Gset,G26,2000,2000,39980
488,Gset,G27,2000,2000,39980
489,Gset,G28,2000,2000,39980
490,Gset,G29,2000,2000,39980
491,Gset,G3,800,800,38352
492,Gset,G30,2000,2000,39980
493,Gset,G31,2000,2000,39980
494,Gset,G32,2000,2000,8000
495,Gset,G33,2000,2000,8000
496,Gset,G34,2000,2000,8000
497,Gset,G35,2000,2000,23556
498,Gset,G36,2000,2000,23532
499,Gset,G37,2000,2000,23570
500,Gset,G38,2000,2000,23558
501,Gset,G39,2000,2000,23556
502,Gset,G4,800,800,38352
503,Gset,G40,2000,2000,23532
504,Gset,G41,2000,2000,23570
505,Gset,G42,2000,2000,23558
506,Gset,G43,1000,1000,19980
507,Gset,G44,1000,1000,19980
508,Gset,G45,1000,1000,19980
509,Gset,G46,1000,1000,19980
510,Gset,G47,1000,1000,19980
511,Gset,G48,3000,3000,12000
512,Gset,G49,3000,3000,12000
513,Gset,G5,800,800,38352
514,Gset,G50,3000,3000,12000
515,Gset,G51,1000,1000,11818
516,Gset,G52,1000,1000,11832
517,Gset,G53,1000,1000,11828
518,Gset,G54,1000,1000,11832
519,Gset,G55,5000,5000,24996
520,Gset,G56,5000,5000,24996
521,Gset,G57,5000,5000,20000
522,Gset,G58,5000,5000,59140
523,Gset,G59,5000,5000,59140
524,Gset,G6,800,800,38352
525,Gset,G60,7000,7000,34296
526,Gset,G61,7000,7000,34296
527,Gset,G62,7000,7000,28000
528,Gset,G63,7000,7000,82918
529,Gset,G64,7000,7000,82918
530,Gset,G65,8000,8000,32000
531,Gset,G66,9000,9000,36000
532,Gset,G67,10000,10000,40000
533,Gset,G7,800,800,38352
534,Gset,G8,800,800,38352
535,Gset,G9,800,800,38352
536,Gupta,gupta1,31802,31802,2164210
537,Gupta,gupta2,62064,62064,4248286
538,Gupta,gupta3,16783,16783,9323427
539,Hamm,add20,2395,2395,17319
540,Hamm,add32,4960,4960,23884
541,Hamm,bcircuit,68902,68902,375558
542,Hamm,hcircuit,105676,105676,513072
543,Hamm,memplus,17758,17758,126150
544,Hamm,scircuit,170998,170998,958936
545,Hollinger,g7jac010,2880,2880,19635
546,Hollinger,g7jac010sc,2880,2880,19635
547,Hollinger,g7jac020,5850,5850,45465
548,Hollinger,g7jac020sc,5850,5850,45465
549,Hollinger,g7jac040,11790,11790,114671
550,Hollinger,g7jac040sc,11790,11790,114671
551,Hollinger,g7jac050sc,14760,14760,157990
552,Hollinger,g7jac060,17730,17730,203316
553,Hollinger,g7jac060sc,17730,17730,203316
554,Hollinger,g7jac080,23670,23670,293976
555,Hollinger,g7jac080sc,23670,23670,293976
556,Hollinger,g7jac100,29610,29610,384636
557,Hollinger,g7jac100sc,29610,29610,384636
558,Hollinger,g7jac120,35550,35550,475296
559,Hollinger,g7jac120sc,35550,35550,475296
560,Hollinger,g7jac140,41490,41490,565956
561,Hollinger,g7jac140sc,41490,41490,565956
562,Hollinger,g7jac160,47430,47430,656616
563,Hollinger,g7jac160sc,47430,47430,656616
564,Hollinger,g7jac180,53370,53370,747276
565,Hollinger,g7jac180sc,53370,53370,747276
566,Hollinger,g7jac200,59310,59310,837936
567,Hollinger,g7jac200sc,59310,59310,837936
568,Hollinger,jan99jac020,6774,6774,38692
569,Hollinger,jan99jac020sc,6774,6774,38692
570,Hollinger,jan99jac040,13694,13694,82842
571,Hollinger,jan99jac040sc,13694,13694,82842
572,Hollinger,jan99jac060,20614,20614,127182
573,Hollinger,jan99jac060sc,20614,20614,127182
574,Hollinger,jan99jac080,27534,27534,171522
575,Hollinger,jan99jac080sc,27534,27534,171522
576,Hollinger,jan99jac100,34454,34454,215862
577,Hollinger,jan99jac100sc,34454,34454,215862
578,Hollinger,jan99jac120,41374,41374,260202
579,Hollinger,jan99jac120sc,41374,41374,260202
580,Hollinger,mark3jac020,9129,9129,56175
581,Hollinger,mark3jac020sc,9129,9129,56175
582,Hollinger,mark3jac040,18289,18289,113435
583,Hollinger,mark3jac040sc,18289,18289,113435
584,Hollinger,mark3jac060,27449,27449,170695
585,Hollinger,mark3jac060sc,27449,27449,170695
586,Hollinger,mark3jac080,36609,36609,227955
587,Hollinger,mark3jac080sc,36609,36609,227955
588,Hollinger,mark3jac100,45769,45769,285215
589,Hollinger,mark3jac100sc,45769,45769,285215
590,Hollinger,mark3jac120,54929,54929,342475
591,Hollinger,mark3jac120sc,54929,54929,342475
592,Hollinger,mark3jac140,64089,64089,399735
593,Hollinger,mark3jac140sc,64089,64089,399735
594,LPnetlib,lp_25fv47,821,1876,10705
595,LPnetlib,lp_80bau3b,2262,12061,23264
596,LPnetlib,lp_adlittle,56,138,424
597,LPnetlib,lp_afiro,27,51,102
598,LPnetlib,lp_agg,488,615,2862
599,LPnetlib,lp_agg2,516,758,4740
600,LPnetlib,lp_agg3,516,758,4756
601,LPnetlib,lp_bandm,305,472,2494
602,LPnetlib,lp_beaconfd,173,295,3408
603,LPnetlib,lp_blend,74,114,522
604,LPnetlib,lp_bnl1,643,1586,5532
605,LPnetlib,lp_bnl2,2324,4486,14996
606,LPnetlib,lp_bore3d,233,334,1448
607,LPnetlib,lp_brandy,220,303,2202
608,LPnetlib,lp_capri,271,482,1896
609,LPnetlib,lp_cre_a,3516,7248,18168
610,LPnetlib,lp_cre_b,9648,77137,260785
611,LPnetlib,lp_cre_c,3068,6411,15977
612,LPnetlib,lp_cre_d,8926,73948,246614
613,LPnetlib,lp_cycle,1903,3371,21234
614,LPnetlib,lp_czprob,929,3562,10708
615,LPnetlib,lp_d2q06c,2171,5831,33081
616,LPnetlib,lp_d6cube,415,6184,37704
617,LPnetlib,lp_degen2,444,757,4201
618,LPnetlib,lp_degen3,1503,2604,25432
619,LPnetlib,lp_dfl001,6071,12230,35632
620,LPnetlib,lp_e226,223,472,2768
621,LPnetlib,lp_etamacro,400,816,2537
622,LPnetlib,lp_fffff800,524,1028,6401
623,LPnetlib,lp_finnis,497,1064,2760
624,LPnetlib,lp_fit1d,24,1049,13427
625,LPnetlib,lp_fit1p,627,1677,9868
626,LPnetlib,lp_fit2d,25,10524,129042
627,LPnetlib,lp_fit2p,3000,13525,50284
628,LPnetlib,lp_ganges,1309,1706,6937
629,LPnetlib,lp_gfrd_pnc,616,1160,2445
630,LPnetlib,lp_greenbea,2392,5598,31070
631,LPnetlib,lp_greenbeb,2392,5598,31070
632,LPnetlib,lp_grow15,300,645,5620
633,LPnetlib,lp_grow22,440,946,8252
634,LPnetlib,lp_grow7,140,301,2612
635,LPnetlib,lp_israel,174,316,2443
636,LPnetlib,lp_kb2,43,68,313
637,LPnetlib,lp_ken_07,2426,3602,8404
638,LPnetlib,lp_ken_11,14694,21349,49058
639,LPnetlib,lp_ken_13,28632,42659,97246
640,LPnetlib,lp_ken_18,105127,154699,358171
641,LPnetlib,lp_lotfi,153,366,1136
642,LPnetlib,lp_maros,846,1966,10137
643,LPnetlib,lp_maros_r7,3136,9408,144848
644,LPnetlib,lp_modszk1,687,1620,3168
645,LPnetlib,lp_osa_07,1118,25067,144812
646,LPnetlib,lp_osa_14,2337,54797,317097
647,LPnetlib,lp_osa_30,4350,104374,604488
648,LPnetlib,lp_osa_60,10280,243246,1408073
649,LPnetlib,lp_pds_02,2953,7716,16571
650,LPnetlib,lp_pds_06,9881,29351,63220
651,LPnetlib,lp_pds_10,16558,49932,107605
652,LPnetlib,lp_pds_20,33874,108175,232647
653,LPnetlib,lp_perold,625,1506,6148
654,LPnetlib,lp_pilot,1441,4860,44375
655,LPnetlib,lp_pilot4,410,1123,5264
656,LPnetlib,lp_pilot87,2030,6680,74949
657,LPnetlib,lp_pilot_ja,940,2267,14977
658,LPnetlib,lp_pilot_we,722,2928,9265
659,LPnetlib,lp_pilotnov,975,2446,13331
